"TQQQ210917C00010000",2021-03-08 18:35:42,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,71.2,72.2,21,36,2021-03-03 11:32:01,1.58398645507812,TRUE
"TQQQ210917C00012500",2021-03-08 18:35:42,"Sep.17.2021","TQQQ","C",12.5,78.2,0,68.5,69.95,1,12,2021-03-03 11:25:06,1.42578412109375,TRUE
"TQQQ210917C00015000",2021-03-08 18:35:42,"Sep.17.2021","TQQQ","C",15,80.5,0,66.2,67.55,2,38,2021-03-02 10:06:17,1.36133131835937,TRUE
"TQQQ210917C00017500",2021-03-08 18:35:42,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,1.88623103759766,TRUE
"TQQQ210917C00010000",2021-03-08 18:51:24,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,70.9,72,21,36,2021-03-03 11:32:01,2.20605917236328,TRUE
"TQQQ210917C00012500",2021-03-08 18:51:24,"Sep.17.2021","TQQQ","C",12.5,78.2,0,68.5,69.75,1,12,2021-03-03 11:25:06,2.00146984008789,TRUE
"TQQQ210917C00015000",2021-03-08 18:51:24,"Sep.17.2021","TQQQ","C",15,80.5,0,66.2,67.3,2,38,2021-03-02 10:06:17,1.828125859375,TRUE
"TQQQ210917C00017500",2021-03-08 18:51:24,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.19043421142578,TRUE
"TQQQ210917C00010000",2021-03-08 19:07:10,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,69.75,71.5,21,36,2021-03-03 11:32:01,1.84277422363281,TRUE
"TQQQ210917C00012500",2021-03-08 19:07:10,"Sep.17.2021","TQQQ","C",12.5,78.2,0,67.25,69.15,1,12,2021-03-03 11:25:06,1.66504073730469,TRUE
"TQQQ210917C00015000",2021-03-08 19:07:10,"Sep.17.2021","TQQQ","C",15,80.5,0,64.95,66.8,2,38,2021-03-02 10:06:17,1.55957251464844,TRUE
"TQQQ210917C00017500",2021-03-08 19:07:10,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.18750453125,TRUE
"TQQQ210917C00010000",2021-03-08 19:23:02,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,68.35,71.2,21,36,2021-03-03 11:32:01,1.49804938476562,TRUE
"TQQQ210917C00012500",2021-03-08 19:23:02,"Sep.17.2021","TQQQ","C",12.5,78.2,0,65.2,68.95,1,12,2021-03-03 11:25:06,1.13086372070313,TRUE
"TQQQ210917C00015000",2021-03-08 19:23:02,"Sep.17.2021","TQQQ","C",15,80.5,0,62.9,66.65,2,38,2021-03-02 10:06:17,1.19922275390625,TRUE
"TQQQ210917C00017500",2021-03-08 19:23:02,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.24536571472168,TRUE
"TQQQ210917C00010000",2021-03-08 19:38:43,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,68.9,70.85,21,36,2021-03-03 11:32:01,1.87793029785156,TRUE
"TQQQ210917C00012500",2021-03-08 19:38:43,"Sep.17.2021","TQQQ","C",12.5,78.2,0,65.7,68.75,1,12,2021-03-03 11:25:06,1.81933684082031,TRUE
"TQQQ210917C00015000",2021-03-08 19:38:43,"Sep.17.2021","TQQQ","C",15,80.5,0,63.2,66.6,2,38,2021-03-02 10:06:17,1.73925911621094,TRUE
"TQQQ210917C00017500",2021-03-08 19:38:43,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.15771944946289,TRUE
"TQQQ210917C00010000",2021-03-08 19:54:28,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,69.15,70.7,21,36,2021-03-03 11:32:01,1.87890685546875,TRUE
"TQQQ210917C00012500",2021-03-08 19:54:28,"Sep.17.2021","TQQQ","C",12.5,78.2,0,66.15,68.5,1,12,2021-03-03 11:25:06,1.62109564453125,TRUE
"TQQQ210917C00015000",2021-03-08 19:54:28,"Sep.17.2021","TQQQ","C",15,80.5,0,63.8,66.4,2,38,2021-03-02 10:06:17,1.55761939941406,TRUE
"TQQQ210917C00017500",2021-03-08 19:54:28,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.33594166015625,TRUE
"TQQQ210917C00010000",2021-03-08 20:10:08,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,68.5,70.25,21,36,2021-03-03 11:32:01,2.16455536987305,TRUE
"TQQQ210917C00012500",2021-03-08 20:10:08,"Sep.17.2021","TQQQ","C",12.5,78.2,0,65.95,68.25,1,12,2021-03-03 11:25:06,1.98046884765625,TRUE
"TQQQ210917C00015000",2021-03-08 20:10:08,"Sep.17.2021","TQQQ","C",15,80.5,0,63.55,65.9,2,38,2021-03-02 10:06:17,1.80712987060547,TRUE
"TQQQ210917C00017500",2021-03-08 20:10:08,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.56933951416016,TRUE
"TQQQ210917C00010000",2021-03-08 20:25:40,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,67.9,69.7,21,36,2021-03-03 11:32:01,1.98242196289063,TRUE
"TQQQ210917C00012500",2021-03-08 20:25:40,"Sep.17.2021","TQQQ","C",12.5,78.2,0,65.05,68.05,1,12,2021-03-03 11:25:06,1.84130938720703,TRUE
"TQQQ210917C00015000",2021-03-08 20:25:40,"Sep.17.2021","TQQQ","C",15,80.5,0,62.75,65.3,2,38,2021-03-02 10:06:17,1.64306819091797,TRUE
"TQQQ210917C00017500",2021-03-08 20:25:40,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.59497421569824,TRUE
"TQQQ210917C00010000",2021-03-08 20:41:31,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,65.85,70.4,21,36,2021-03-03 11:32:01,1.2265663671875,TRUE
"TQQQ210917C00012500",2021-03-08 20:41:31,"Sep.17.2021","TQQQ","C",12.5,78.2,0,63.05,68,1,12,2021-03-03 11:25:06,2.17041473022461,TRUE
"TQQQ210917C00015000",2021-03-08 20:41:31,"Sep.17.2021","TQQQ","C",15,80.5,0,60.8,65.5,2,38,2021-03-02 10:06:17,1.015629921875,TRUE
"TQQQ210917C00017500",2021-03-08 20:41:31,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.5151404309082,TRUE
"TQQQ210917C00010000",2021-03-08 20:57:17,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.65,69.7,21,36,2021-03-03 11:32:01,1.984375078125,TRUE
"TQQQ210917C00012500",2021-03-08 20:57:17,"Sep.17.2021","TQQQ","C",12.5,78.2,0,64.2,67.4,1,12,2021-03-03 11:25:06,1.79785257324219,TRUE
"TQQQ210917C00015000",2021-03-08 20:57:17,"Sep.17.2021","TQQQ","C",15,80.5,0,61.8,65,2,38,2021-03-02 10:06:17,1.64257991210937,TRUE
"TQQQ210917C00017500",2021-03-08 20:57:17,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.71802078308105,TRUE
"TQQQ210917C00010000",2021-03-08 21:12:49,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.8,69.15,21,36,2021-03-03 11:32:01,2.05762204345703,TRUE
"TQQQ210917C00012500",2021-03-08 21:12:49,"Sep.17.2021","TQQQ","C",12.5,78.2,0,63.4,67.2,1,12,2021-03-03 11:25:06,1.75097780761719,TRUE
"TQQQ210917C00015000",2021-03-08 21:12:49,"Sep.17.2021","TQQQ","C",15,80.5,0,61.1,64.75,2,38,2021-03-02 10:06:17,1.61035351074219,TRUE
"TQQQ210917C00017500",2021-03-08 21:12:49,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 21:28:33,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 21:28:33,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 21:28:33,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 21:28:33,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 21:44:12,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 21:44:12,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 21:44:12,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 21:44:12,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 21:59:49,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 21:59:49,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 21:59:49,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 21:59:49,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 22:15:20,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 22:15:20,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 22:15:20,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 22:15:20,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 22:30:51,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
